Name,Unique ID,__url,Slug,Image,Description,Twitter,Website,Facebook,Summaries,Collection ID,Locale ID,Item ID,Summaries copy
James D. Murphy,146,https://www.actionablebooks.com/en-ca/authors/James-D.-Murphy/,James-D.-Murphy,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/09/james-d-murphy.jpg,"James D. ‘Murph’ Murphy, the Founder & CEO of Afterburner, Inc., has a unique and powerful mix of leadership skills in both the military and business worlds. Murph joined the U.S. Air Force where he learned to fly the F-15. He logged over 1,200 hours as an instructor pilot in the F-15 and accumulated over 3,200 hours of flight time in other high-performance aircraft. As the 116th Fighter Wing’s Chief of Training for the Georgia Air National Guard, Murph’s job was to keep 42 combat-trained fighter pilots ready to deploy worldwide within 72 hours. As a flight leader, he flew missions to Central America, Asia, Central Europe and the Middle East.",,,,Courage to Execute,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a0395897b7a2707af28,Courage to Execute
Tsufit,539,https://www.actionablebooks.com/en-ca/authors/Tsufit/,Tsufit,https://www.actionablebooks.com/wp-content/themes/actionablebooks/img/author-large.png,"Recently featured in Entrepreneur Magazine, TSUFIT is the author of Step Into The Spotlight! : A Guide to Getting Noticed. TM Tsufit coaches entrepreneurs to promote and publicize their dream business. TSUFIT also coaches business owners to write and perform dazzling infomercials for networking functions and to add sparkle to their longer presentations.",http://twitter.com/tsufit/,,https://www.facebook.com/pages/TSUFIT-Author-Step-Into-The-Spotlight/65010967063,Step Into The Spotlight! A Guide To Getting Noticed,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a60aae19304122c7fa0,Step Into The Spotlight! A Guide To Getting Noticed
Tim Sanders,362,https://www.actionablebooks.com/en-ca/authors/Tim-Sanders/,Tim-Sanders,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2010/10/Tim-Sanders-lg-180x220.jpg,"Tim Sanders speaks for strong business relationships, both internal and external. “Get them right,” he says, “and you’ll grow your business during good and bad times alike.” His relevant point of view makes him one of the most in demand keynote speakers on the conference and convention circuit.Tim is more than a keynote speaker; his real world experience, research savvy and deep understanding of the human condition make him an indispensable consultant to some of the biggest brands in the world.His Los Angeles based company, Deeper Media, conducts research on business trends, new media and human behavior.Corporate ExperienceTim has valuable experience in cutting-edge businesses, sales and marketing. He’s weathered the quality movement as well as the dotcom crash and emerged with precious insight. He was the Chief Solutions Officer at Yahoo! and later their Leadership Coach.Prior to these senior positions Tim created and led the Yahoo! ValueLab, an in-house “think tank” which delivered futuristic insight on technology and human behavior. He was also an early member of Mark Cuban and Todd Wagner’s broadcast.com, the most successful opening day IPO in history.Author and Media CreditsHis first book, Love is the Killer App: How to Win Business and Influence Friends is a New York Times and international business best seller, translated in a dozen languages. It stresses the importance of knowledge sharing, networking and compassion.His follow up, The Likeability Factor explains the concept of emotional talent and the importance of creating an engaging experience. It was the basis for a PBS Special, produced by leading affiliate WQED.His newest book, Saving the World at Work, examines the external relationship between a business, its people and society. It makes a strong business case for corporate social responsibility (CSR) and sustainability initiatives being at the top of a company’s strategic agenda. The book was named as one of the top 30 business books of 2008 by Executive Soundview.His work is frequently featured in the media, most recently in The New York Times, Financial Times, The Wall Street Journal and Fast Company.Educational BackgroundTim attended Loyola Marymount University and studied in the graduate school of communications at the University of Arizona.",http://twitter.com/sanderssays/,,http://www.facebook.com/pages/Author-Tim-Sanders/328106042585,"Love is the Killer App,The Likeability Factor,Today We Are Rich",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a5c8edbc07e760bbdd4,"The Likeability Factor,Today We Are Rich,Love is the Killer App"
Charlie Murphy,121,https://www.actionablebooks.com/en-ca/authors/Charlie-Murphy/,Charlie-Murphy,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/03/charlie-murphy.jpg,"Charlie Murphy is renowned for his group facilitation and program design work integrating the arts into youth development. He is an award-winning musician with over 30 years experience in the field of experiential learning. Charlie is co-founder and CEO of PYE Global: Partners for Youth Empowerment. Together with Peggy Taylor, he has spent the past two decades developing the Creative Community Model, a process for building creative, heart-centered learning communities with youth and adults from diverse cultures and backgrounds. Charlie is co-founder of Power of Hope, a creativity-based youth program in the Pacific Northwest, and he is the recipient of an Ashoka Fellowship, in recognition of his achievements as a social entrepreneur.",,,,Catch the Fire,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779cb7c144d13154ca91f,Catch the Fire
Benjamin Franklin,83,https://www.actionablebooks.com/en-ca/authors/Benjamin-Franklin/,Benjamin-Franklin,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2010/10/Benjamin-Franklin-lg-180x220.jpg,Benjamin Franklin was born in Boston on 17 January 1706 to a dyer and soap maker Josiah Franklin and Abiah Folger. Josiah was an emigrant from British town Banbury to Massachusetts and Abiah was Josiah’s second wife. Benjamin was the tenth of seventeen children of Josiah Franklin.,,,,Benjamin Franklin: The Autobiography,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779bad1c6852472144459,Benjamin Franklin: The Autobiography
Angela Lussier,580,https://www.actionablebooks.com/en-ca/authors/Angela-Lussier/,Angela-Lussier,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2010/10/Angela-Lussier-lg-180x220.jpg,"Angela Lussier is an award-winning speaker, author of “The Anti-Resume Revolution” and owner of 365 Degrees Consulting in western Massachusetts. She works with job seekers, aspiring entrepreneurs, and small businesses that are looking for creative ways to advance their career and potential. She focuses on branding, marketing & PR campaigns, and helping her clients find success doing what they love.",http://twitter.com/antiResume/,,http://www.facebook.com/angela.lussier,The Anti-Resume Revolution,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779b01b184c7aceb7ce66,The Anti-Resume Revolution
Bob Kelleher,303,https://www.actionablebooks.com/en-ca/authors/Bob-Kelleher/,Bob-Kelleher,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2018/01/bob-kelleher-180x220.jpg,"Bob Kelleher is an award winning speaker and author on employee engagement, workforce trends, and leadership. Bob’s first book, Louder Than Words, 10 Practical Employee Engagement Steps…that Drive Results!, has been one of the world’s best selling employee engagement books since its release in 2010. His second book, Creativeship, An Employee Engagement and Leadership Fable, was published in October, 2012 to glowing reviews. Bob’s third book, Employee Engagement for Dummies, was published in December 2013. His most recent, I-Engage: Your Personal Engagement Roadmap, debuted in March 2016.",,,,I-Engage,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779bf86d44ea31967576c,I-Engage
Nancy D. O'Reilly,17,https://www.actionablebooks.com/en-ca/authors/Nancy-D.-O'Reilly/,Nancy-D.-O'Reilly,,,,,,Leading Women,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a348b89319a550ced1e,Leading Women
Brian Fugere,837,https://www.actionablebooks.com/en-ca/authors/Brian-Fugere/,Brian-Fugere,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2012/02/brianfugere.jpg,"Brian Fugere is a recovering jargonaholic. After authoring some of the worst jargon the consulting world has ever seen, he formally admitted his problem and entered a twelve-step program. He is currently in rehab and has been jargon-clean for the last two years. He is a partner at Deloitte Consulting and was formerly its chief marketing officer. Brian lives in Danville, California, with his wife, Gail, and their four children.",,,,Why Business People Speak Like Idiots,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779c27e1b1fa86a526032,Why Business People Speak Like Idiots
Jim Stengel,267,https://www.actionablebooks.com/en-ca/authors/Jim-Stengel/,Jim-Stengel,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/07/jim-stengel.jpg,"As global marketing officer from 2001 to 2008, Jim Stengel led the effort to leverage higher ideals in brands throughout Procter & Gamble. Since 2008, he has been CEO of The Jim Stengel Company, a think tank and consultancy conducting proprietary research, generating thought leadership, and applying his ideals-driven framework to drive business growth in today’s global economy. He is also an adjunct professor at the UCLA Anderson School of Management and serves on the Board of Directors for AOL. Jim has been published in Harvard Business Review and was named to Fortune magazine’s Executive Dream Team in 2011. Jim and his wife, Kathleen, live in Cincinnati, Ohio and Coronado, California.",http://twitter.com/jimstengel/,,https://www.facebook.com/jimstengelideals,Grow,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a13b26d4ee0b829ade0,Grow
Dan Clark,591,https://www.actionablebooks.com/en-ca/authors/Dan-Clark/,Dan-Clark,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2013/06/Clark_Dan.jpg,"Dan Clark is a member of the National Speakers Association Hall of Fame. He has authored twenty books on leadership, management, team building, humor, public speaking, and personal development. He has been a primary contributing author to the Chicken Soup for the Soul series, and his famous story “Puppies for Sale” was made into an award-winning film. He lives in Salt Lake City.",http://twitter.com/danclarkspeak/,,http://www.facebook.com/pages/Dan-Clark-Speaks/163403107076583,The Art of Significance,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779d505a16b0c5a6481c2,The Art of Significance
Cass R. Sunstein,412,https://www.actionablebooks.com/en-ca/authors/Cass-R.-Sunstein/,Cass-R.-Sunstein,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2014/12/cass-sunstein.jpeg,"Professor of Law, interested in behavioral economics.",http://twitter.com/casssunstein/,,,Nudge,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d779cb143e6badf58afc9b,Nudge
Robert T. Kiyosaki,80,https://www.actionablebooks.com/en-ca/authors/Robert-T.-Kiyosaki/,Robert-T.-Kiyosaki,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2010/10/Robert-Kiyosaki-lg-180x220.jpg,"Robert Kiyosaki is best known as the author of Rich Dad Poor Dad – the #1 personal finance book of all time – which has challenged and changed the way tens of millions of people around the world think about money. Rich Dad titles hold four of the top ten spots on Nielsen Bookscan List’s Life-to-Date Sales from 2001-2008 alone. Robert has been featured on shows such as Larry King Live, Oprah, The Doctors, Bloomberg International Television and CNN.With perspectives on money and investing that often contradict conventional wisdom, Robert has earned a reputation for straight talk, irreverence and courage. His point of view that ‘old’ advice – get a good job, save money, get out of debt, invest for the long term, and diversify – is ‘bad’ (both obsolete and flawed) advice, challenges the status quo. His assertion that “your house is not an asset” has stirred controversy but has been proven to be accurate in our economy’s current financial crisis. A documentary film based on the contradictions of ‘old financial advice’ is planned for release in 2010.In 2006 Robert teamed up with Donald Trump to co-author Why We Want You To Be Rich – Two Men – One Message. It debuted at #1 on The New York Times bestsellers list.Robert writes a column – “Why the Rich Are Getting Richer” – for Yahoo! Finance. He was also recently featured in TIME Magazine’s popular “10 Questions” column where Robert answers questions ranging from investing with few resources to the impact of education on one’s financial success.Robert’s latest book, Conspiracy of the Rich: The 8 New Rules of Money, pioneered online book publishing as a free online interactive book with contributions from 1.1 million readers in over 167 countries. Frequent updates and postings appear on www.conspiracyoftherich.com.",http://twitter.com/theRealKiyosaki/,,http://www.facebook.com/RobertKiyosaki,"Before You Quit Your Job,Conspiracy of the Rich,""Rich Dad, Poor Dad"",The Business of the 21st Century",65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a48e1933dfafaa6183a,"""Rich Dad, Poor Dad"",Before You Quit Your Job,Conspiracy of the Rich,The Business of the 21st Century"
Martha Stewart,679,https://www.actionablebooks.com/en-ca/authors/Martha-Stewart/,Martha-Stewart,https://s3-eu-west-1.amazonaws.com/actionable-co-public-sites/actionablebooks-com-wp-content/uploads/2011/08/marthaimage.jpg,From MarthaStewart.com:,http://twitter.com/marthastewart/,,http://www.facebook.com/MarthaStewartLiving,The Martha Rules,65d7521383b866b5f9ec0375,65d339a75013d9bea848c5ee,65d77a2c47e6696c3ef3e8b0,The Martha Rules
